SpikeName - position(x,y,z) - BoxSize(width,height,depth) Needs BoxSize bc of how the fileReader works
NE-Spike1,-125.0,165.0,0.0,0.0,0.0,0.0
NE-Spike2,-120.0,165.0,0.0,0.0,0.0,0.0
NE-Spike3,-115.0,165.0,0.0,0.0,0.0,0.0
NE-Spike4,-115.0,160.0,0.0,0.0,0.0,0.0
NE-Spike5,-115.0,155.0,0.0,0.0,0.0,0.0
NE-Spike6,-125.0,155.0,0.0,0.0,0.0,0.0
NE-Spike7,-120.0,155.0,0.0,0.0,0.0,0.0
NE-Spike8,-105.0,95.0,0.0,0.0,0.0,0.0
NE-Spike9,-105.0,90.0,0.0,0.0,0.0,0.0
NE-Spike10,-105.0,85.0,0.0,0.0,0.0,0.0
NE-Spike11,-175.0,75.0,0.0,0.0,0.0,0.0
NE-Spike12,-175.0,70.0,0.0,0.0,0.0,0.0
NE-Spike13,-175.0,65.0,0.0,0.0,0.0,0.0
NE-Spike14,-105.0,55.0,0.0,0.0,0.0,0.0
NE-Spike15,-105.0,50.0,0.0,0.0,0.0,0.0
NE-Spike16,-105.0,45.0,0.0,0.0,0.0,0.0
NE-Spike17,-90.0,15.0,0.0,0.0,0.0,0.0
NE-Spike18,-90.0,10.0,0.0,0.0,0.0,0.0
NE-Spike19,-90.0,5.0,0.0,0.0,0.0,0.0
NW-Spike1,125.0,165.0,0.0,0.0,0.0,0.0
NW-Spike2,120.0,165.0,0.0,0.0,0.0,0.0
NW-Spike3,115.0,165.0,0.0,0.0,0.0,0.0
NW-Spike4,115.0,160.0,0.0,0.0,0.0,0.0
NW-Spike5,115.0,155.0,0.0,0.0,0.0,0.0
NW-Spike6,125.0,155.0,0.0,0.0,0.0,0.0
NW-Spike7,120.0,155.0,0.0,0.0,0.0,0.0
NW-Spike8,105.0,95.0,0.0,0.0,0.0,0.0
NW-Spike9,105.0,90.0,0.0,0.0,0.0,0.0
NW-Spike10,105.0,85.0,0.0,0.0,0.0,0.0
NW-Spike11,175.0,75.0,0.0,0.0,0.0,0.0
NW-Spike12,175.0,70.0,0.0,0.0,0.0,0.0
NW-Spike13,175.0,65.0,0.0,0.0,0.0,0.0
NW-Spike14,105.0,55.0,0.0,0.0,0.0,0.0
NW-Spike15,105.0,50.0,0.0,0.0,0.0,0.0
NW-Spike16,105.0,45.0,0.0,0.0,0.0,0.0
NW-Spike17,90.0,15.0,0.0,0.0,0.0,0.0
NW-Spike18,90.0,10.0,0.0,0.0,0.0,0.0
NW-Spike19,90.0,5.0,0.0,0.0,0.0,0.0
SE-Spike1,-200.0,-5.0,0.0,0.0,0.0,0.0
SE-Spike2,-200.0,-10.0,0.0,0.0,0.0,0.0
SE-Spike3,-200.0,-15.0,0.0,0.0,0.0,0.0
SE-Spike4,-160.0,-45.0,0.0,0.0,0.0,0.0
SE-Spike5,-160.0,-50.0,0.0,0.0,0.0,0.0
SE-Spike6,-160.0,-55.0,0.0,0.0,0.0,0.0
SE-Spike7,-35.0,-120.0,0.0,0.0,0.0,0.0
SE-Spike8,-30.0,-120.0,0.0,0.0,0.0,0.0
SE-Spike9,-25.0,-120.0,0.0,0.0,0.0,0.0
SW-Spike1,200.0,-5.0,0.0,0.0,0.0,0.0
SW-Spike2,200.0,-10.0,0.0,0.0,0.0,0.0
SW-Spike3,200.0,-15.0,0.0,0.0,0.0,0.0
SW-Spike4,160.0,-45.0,0.0,0.0,0.0,0.0
SW-Spike5,160.0,-50.0,0.0,0.0,0.0,0.0
SW-Spike6,160.0,-55.0,0.0,0.0,0.0,0.0
SW-Spike7,35.0,-120.0,0.0,0.0,0.0,0.0
SW-Spike8,30.0,-120.0,0.0,0.0,0.0,0.0
SW-Spike9,25.0,-120.0,0.0,0.0,0.0,0.0
