CoinName - Position(x,y,z) - BoxSize(width,height,depth) Needs BoxSize bc of how the fileReader reads the mapWallData
NE-Coin1,-240.0,120.0,2.0,0.0,0.0,0.0
NE-Coin2,-110.0,210.0,2.0,0.0,0.0,0.0
NE-Coin3,-120.0,160.0,2.0,0.0,0.0,0.0
NE-Coin4,-140.0,90.0,2.0,0.0,0.0,0.0
NE-Coin5,-140.0,70.0,2.0,0.0,0.0,0.0
NE-Coin6,-140.0,50.0,2.0,0.0,0.0,0.0
NW-Coin1,240.0,120.0,2.0,0.0,0.0,0.0
NW-Coin2,110.0,210.0,2.0,0.0,0.0,0.0
NW-Coin3,120.0,160.0,2.0,0.0,0.0,0.0
NW-Coin4,140.0,90.0,2.0,0.0,0.0,0.0
NW-Coin5,140.0,70.0,2.0,0.0,0.0,0.0
NW-Coin6,140.0,50.0,2.0,0.0,0.0,0.0
SE-Coin1,-50.0,-50.0,2.0,0.0,0.0,0.0
SE-Coin2,-240.0,-40.0,2.0,0.0,0.0,0.0
SE-Coin3,-80.0,-160.0,2.0,0.0,0.0,0.0
SE-Coin4,-40.0,-180.0,2.0,0.0,0.0,0.0
SE-Coin5,-200.0,-200.0,2.0,0.0,0.0,0.0
SE-Coin6,-240.0,-240.0,2.0,0.0,0.0,0.0
SW-Coin1,50.0,-50.0,2.0,0.0,0.0,0.0
SW-Coin2,240.0,-40.0,2.0,0.0,0.0,0.0
SW-Coin3,80.0,-160.0,2.0,0.0,0.0,0.0
SW-Coin4,40.0,-180.0,2.0,0.0,0.0,0.0
SW-Coin5,200.0,-200.0,2.0,0.0,0.0,0.0
SW-Coin6,240.0,-240.0,2.0,0.0,0.0,0.0
